first_name,last_name,email,phone,age,city,occupation,education,course_interest,lead_source,budget,preferred_schedule,previous_ai_experience,interaction_count,assigned_sales_rep,days_since_created,purchased,status,payment_status
שירה,נחום,144.שירה.נחום@example.com,0575621947,26.0,הרצליה,מפתח תוכנה,תואר ראשון,AI Automation,Website,3160.0,"סופ""ש",0,1,יוסי כהן,139,0,Lost,pending
אסף,ברק,145.אסף.ברק@example.com,0537979041,29.0,ראשון לציון,מהנדס,תיכונית,Python for AI,Google Ads,500.0,"סופ""ש",1,4,דנה לוי,29,0,Interested,pending
טל,אברהם,146.טל.אברהם@example.com,0520419386,27.0,פתח תקווה,אנליסט,תואר ראשון,Prompt Engineering,Website,500.0,ערב,0,2,נועה גל,54,0,New,pending
ענבר,דהן,147.ענבר.דהן@example.com,0511441635,32.0,באר שבע,מהנדס,תואר ראשון,Prompt Engineering,Organic,880.0,בוקר,1,0,מאיה בר,140,0,Contacted,pending
שירה,מזרחי,148.שירה.מזרחי@example.com,0516929286,43.0,תל אביב,מהנדס,תיכונית,Python for AI,Facebook,1890.0,גמיש,0,2,דנה לוי,138,1,Won,paid
יובל,דהן,149.יובל.דהן@example.com,0555720356,34.0,אשדוד,איש מכירות,תואר שני,AI Agents,WhatsApp,500.0,גמיש,0,4,דנה לוי,166,0,New,pending
אלון,לוי,150.אלון.לוי@example.com,0524479111,32.0,ראשון לציון,מהנדס,תיכונית,AI Agents,Google Ads,,גמיש,0,5,מאיה בר,50,0,Interested,pending
יונתן,רוזן,151.יונתן.רוזן@example.com,0563441156,24.0,באר שבע,אחר,הנדסאי,Machine Learning,WhatsApp,5300.0,גמיש,0,5,מאיה בר,133,0,Interested,pending
נועה,פרידמן,152.נועה.פרידמן@example.com,0572759930,18.0,אשדוד,מהנדס,תואר ראשון,Prompt Engineering,Event,3300.0,ערב,0,6,יוסי כהן,0,1,Won,paid
נדב,שגב,153.נדב.שגב@example.com,0534221151,29.0,חיפה,מנהל שיווק,תואר ראשון,Prompt Engineering,Facebook,1960.0,בוקר,0,1,אורי שרון,16,0,Offer Sent,pending
אלון,פרץ,154.אלון.פרץ@example.com,0516718453,33.0,נתניה,מנהל שיווק,תיכונית,Python for AI,Google Ads,4360.0,"סופ""ש",1,3,נועה גל,93,0,Offer Sent,pending
אסף,אברהם,155.אסף.אברהם@example.com,0513227005,49.0,רמת גן,מפתח תוכנה,תואר ראשון,Python for AI,Website,6350.0,"סופ""ש",0,2,אורי שרון,153,0,Contacted,pending
אורן,סלומון,156.אורן.סלומון@example.com,0555956462,34.0,מודיעין,אנליסט,,Prompt Engineering,Website,500.0,ערב,1,1,נועה גל,63,1,Won,paid
שני,אוחיון,157.שני.אוחיון@example.com,0599225863,42.0,אשדוד,מורה,הנדסאי,Data Science,Organic,4120.0,"סופ""ש",1,3,נועה גל,113,0,New,pending
נועה,נחום,158.נועה.נחום@example.com,0533191920,29.0,תל אביב,מפתח תוכנה,תיכונית,AI Automation,Facebook,4090.0,גמיש,0,4,נועה גל,115,1,Won,paid
יעל,סלומון,159.יעל.סלומון@example.com,0518978576,22.0,נתניה,אחר,תואר ראשון,AI Automation,Website,4940.0,בוקר,0,1,מאיה בר,64,0,Lost,pending
מור,אזולאי,160.מור.אזולאי@example.com,0550786862,24.0,נתניה,אנליסט,תואר ראשון,Prompt Engineering,WhatsApp,690.0,ערב,1,5,אורי שרון,154,0,Lost,pending
גלי,פרידמן,161.גלי.פרידמן@example.com,0544650337,26.0,תל אביב,מפתח תוכנה,תיכונית,AI Automation,Event,6250.0,ערב,0,2,דנה לוי,103,0,Lost,pending
יונתן,ביטון,162.יונתן.ביטון@example.com,0538357794,52.0,אשדוד,אנליסט,תואר ראשון,Python for AI,Facebook,1990.0,ערב,1,3,דנה לוי,177,0,Contacted,pending
נדב,שגב,163.נדב.שגב@example.com,0556742831,26.0,באר שבע,מפתח תוכנה,תואר ראשון,Machine Learning,Event,5230.0,"סופ""ש",1,5,מאיה בר,156,0,New,pending
מיכל,אשכנזי,164.מיכל.אשכנזי@example.com,0560959800,41.0,נתניה,אנליסט,דוקטורט,Data Science,Facebook,7590.0,"סופ""ש",0,1,יוסי כהן,49,0,Lost,pending
נועה,פרידמן,165.נועה.פרידמן@example.com,0561403190,,ירושלים,יזם,תואר ראשון,AI Agents,Website,7410.0,ערב,1,2,אורי שרון,120,1,Won,paid
שירה,לוי,166.שירה.לוי@example.com,0565304175,41.0,תל אביב,סטודנט,,Data Science,Instagram,4260.0,גמיש,0,5,מאיה בר,43,0,Contacted,pending
תמר,אוחיון,167.תמר.אוחיון@example.com,0570185582,36.0,באר שבע,,תואר ראשון,Python for AI,Website,4680.0,ערב,0,4,דנה לוי,139,0,Interested,pending
ניר,דהן,168.ניר.דהן@example.com,0568881767,32.0,ירושלים,סטודנט,תיכונית,AI Automation,Facebook,3380.0,ערב,0,1,מאיה בר,49,0,Follow-up,pending
טל,כהן,169.טל.כהן@example.com,0520750263,33.0,מודיעין,מעצב,תואר ראשון,Prompt Engineering,Instagram,500.0,"סופ""ש",0,1,נועה גל,155,0,New,pending
עומר,אברהם,170.עומר.אברהם@example.com,0518282427,27.0,רמת גן,מעצב,תואר ראשון,Python for AI,Instagram,2510.0,גמיש,1,2,דנה לוי,145,1,Won,paid
אורי,דהן,171.אורי.דהן@example.com,0571359933,37.0,תל אביב,מפתח תוכנה,תואר שני,Python for AI,WhatsApp,1750.0,ערב,0,3,מאיה בר,42,0,Lost,pending
ניר,אוחיון,172.ניר.אוחיון@example.com,0542924220,29.0,באר שבע,מפתח תוכנה,תואר ראשון,AI Agents,Website,6200.0,ערב,0,4,מאיה בר,81,0,Lost,pending
שני,שפירא,173.שני.שפירא@example.com,0561008083,22.0,רעננה,מהנדס,תואר שני,Prompt Engineering,Referral,550.0,"סופ""ש",0,1,דנה לוי,132,0,Interested,pending
ניר,פרץ,174.ניר.פרץ@example.com,0524595548,21.0,פתח תקווה,מעצב,תואר ראשון,Prompt Engineering,Referral,3340.0,גמיש,0,4,יוסי כהן,102,1,Won,paid
רון,כהן,175.רון.כהן@example.com,0528760061,35.0,ראשון לציון,אנליסט,תואר ראשון,Machine Learning,Google Ads,5590.0,"סופ""ש",0,3,דנה לוי,130,1,Won,paid
אורי,כהן,176.אורי.כהן@example.com,0562835513,47.0,פתח תקווה,מורה,הנדסאי,AI Automation,Facebook,4350.0,גמיש,0,1,דנה לוי,138,1,Won,paid
אלון,פרץ,177.אלון.פרץ@example.com,0539240839,34.0,חיפה,סטודנט,הנדסאי,Python for AI,Facebook,3310.0,בוקר,0,2,מאיה בר,143,0,Interested,pending
יונתן,שפירא,178.יונתן.שפירא@example.com,0545015476,32.0,באר שבע,מפתח תוכנה,תואר שני,Python for AI,Google Ads,2260.0,ערב,0,6,נועה גל,86,0,New,pending
שני,שגב,179.שני.שגב@example.com,0510003833,36.0,ירושלים,אנליסט,תואר שני,AI Automation,WhatsApp,4790.0,ערב,0,2,דנה לוי,63,0,Interested,pending
ליאור,רוזן,180.ליאור.רוזן@example.com,0598185247,45.0,רמת גן,איש מכירות,תואר ראשון,Machine Learning,Instagram,5820.0,ערב,1,1,אורי שרון,176,0,Counseling,pending
מור,גבאי,181.מור.גבאי@example.com,0584612215,35.0,ירושלים,סטודנט,תואר ראשון,Data Science,Referral,5470.0,גמיש,0,6,מאיה בר,152,1,Won,paid
גיא,שגב,182.גיא.שגב@example.com,0537028659,29.0,באר שבע,יזם,הנדסאי,AI Automation,Organic,7910.0,ערב,0,3,יוסי כהן,75,1,Won,paid
יונתן,אזולאי,183.יונתן.אזולאי@example.com,0581618408,43.0,רעננה,מפתח תוכנה,תואר ראשון,Python for AI,WhatsApp,1590.0,בוקר,0,2,אורי שרון,22,0,New,pending
אביב,סלומון,184.אביב.סלומון@example.com,0562672653,37.0,באר שבע,מפתח תוכנה,תואר שני,Python for AI,Instagram,4480.0,"סופ""ש",0,1,נועה גל,158,1,Won,paid
אלון,ברק,185.אלון.ברק@example.com,0569818991,47.0,חיפה,אנליסט,תיכונית,Prompt Engineering,WhatsApp,3140.0,בוקר,0,2,נועה גל,138,1,Won,paid
גיא,נחום,186.גיא.נחום@example.com,0569330531,35.0,באר שבע,מנהל שיווק,הנדסאי,Python for AI,Website,2850.0,בוקר,1,3,יוסי כהן,47,0,Contacted,pending
עדי,שפירא,187.עדי.שפירא@example.com,0525448237,22.0,ירושלים,מהנדס,תואר ראשון,Python for AI,Google Ads,3880.0,"סופ""ש",0,2,מאיה בר,27,0,New,pending
ליאור,ביטון,188.ליאור.ביטון@example.com,0599768303,21.0,רמת גן,איש מכירות,הנדסאי,AI Automation,Organic,4530.0,גמיש,0,4,דנה לוי,23,0,New,pending
תמר,פרץ,189.תמר.פרץ@example.com,0575836254,48.0,נתניה,אנליסט,תיכונית,Machine Learning,Instagram,5040.0,ערב,0,2,נועה גל,18,0,Interested,pending
הדר,נחום,190.הדר.נחום@example.com,0530039756,49.0,ירושלים,מפתח תוכנה,,Prompt Engineering,Organic,1740.0,ערב,1,4,אורי שרון,93,1,Won,paid
שני,סלומון,191.שני.סלומון@example.com,0512294987,31.0,באר שבע,אנליסט,תואר ראשון,AI Automation,Website,3870.0,ערב,0,5,מאיה בר,146,0,Follow-up,pending
יונתן,סלומון,192.יונתן.סלומון@example.com,0551393771,30.0,פתח תקווה,מהנדס,דוקטורט,Python for AI,Organic,2740.0,בוקר,1,7,דנה לוי,159,0,Lost,pending
אביב,אזולאי,193.אביב.אזולאי@example.com,0583900079,46.0,הרצליה,מנהל שיווק,תואר שני,AI Agents,WhatsApp,7480.0,ערב,0,0,נועה גל,71,0,Follow-up,pending
גיא,רוזן,194.גיא.רוזן@example.com,0514742243,23.0,חיפה,איש מכירות,תואר ראשון,AI Automation,Website,5400.0,בוקר,0,3,אורי שרון,46,0,Counseling,pending
נדב,מזרחי,195.נדב.מזרחי@example.com,0535442972,25.0,פתח תקווה,סטודנט,תואר שני,Prompt Engineering,Facebook,2940.0,גמיש,0,4,נועה גל,116,1,Won,paid
אלון,גבאי,196.אלון.גבאי@example.com,0587094503,39.0,רעננה,יזם,תואר ראשון,Python for AI,Instagram,2300.0,"סופ""ש",0,2,אורי שרון,115,0,Contacted,pending
עומר,לוי,197.עומר.לוי@example.com,0536377304,29.0,ירושלים,יזם,תואר ראשון,Prompt Engineering,WhatsApp,2130.0,ערב,1,6,דנה לוי,110,0,Offer Sent,pending
רועי,פרידמן,198.רועי.פרידמן@example.com,0593596771,33.0,רמת גן,מורה,תיכונית,Machine Learning,Website,4220.0,ערב,0,4,יוסי כהן,48,0,Follow-up,pending
נדב,ברק,199.נדב.ברק@example.com,0580538025,32.0,נתניה,מנהל שיווק,הנדסאי,AI Automation,WhatsApp,3660.0,ערב,0,3,נועה גל,108,0,New,pending
גלי,מזרחי,200.גלי.מזרחי@example.com,0559308917,36.0,תל אביב,אנליסט,תואר ראשון,Machine Learning,Google Ads,3040.0,גמיש,0,1,יוסי כהן,73,0,New,pending
הדר,אוחיון,201.הדר.אוחיון@example.com,0568301125,46.0,מודיעין,מנהל שיווק,דוקטורט,Data Science,Google Ads,5630.0,גמיש,0,4,נועה גל,84,0,Contacted,pending
יעל,אשכנזי,202.יעל.אשכנזי@example.com,0594955892,34.0,אשדוד,אחר,תואר ראשון,Python for AI,WhatsApp,1730.0,גמיש,0,1,יוסי כהן,23,0,Interested,pending
שני,ברק,203.שני.ברק@example.com,0537486932,39.0,באר שבע,סטודנט,תואר שני,Data Science,Organic,5350.0,ערב,1,3,דנה לוי,136,0,Contacted,pending
יובל,ברק,204.יובל.ברק@example.com,0512163852,18.0,פתח תקווה,מעצב,הנדסאי,Data Science,Google Ads,9040.0,גמיש,0,3,יוסי כהן,7,1,Won,paid
גיא,פרץ,205.גיא.פרץ@example.com,0546538987,33.0,חיפה,אחר,תיכונית,AI Automation,Facebook,3030.0,ערב,1,1,דנה לוי,52,0,Counseling,pending
נדב,נחום,206.נדב.נחום@example.com,0543847049,25.0,ירושלים,יזם,,Machine Learning,WhatsApp,6150.0,ערב,1,2,מאיה בר,108,0,Follow-up,pending
ענבר,אוחיון,207.ענבר.אוחיון@example.com,0511194828,22.0,רעננה,מנהל שיווק,תואר ראשון,Machine Learning,Organic,5250.0,ערב,0,3,מאיה בר,127,1,Won,paid
איתי,פרץ,208.איתי.פרץ@example.com,0528019407,25.0,פתח תקווה,מפתח תוכנה,תואר ראשון,Data Science,Google Ads,7300.0,ערב,1,4,נועה גל,101,1,Won,paid
שירה,כהן,209.שירה.כהן@example.com,0582853808,30.0,חיפה,איש מכירות,תיכונית,Prompt Engineering,Website,1560.0,ערב,1,3,אורי שרון,58,0,Interested,pending
נדב,פרץ,210.נדב.פרץ@example.com,0554125259,41.0,הרצליה,מהנדס,תואר שני,AI Automation,Instagram,3300.0,ערב,0,1,נועה גל,55,1,Won,paid
נועה,אשכנזי,211.נועה.אשכנזי@example.com,0520931535,21.0,ראשון לציון,אחר,תיכונית,Python for AI,Google Ads,1940.0,ערב,1,3,אורי שרון,22,0,Contacted,pending
טל,שפירא,212.טל.שפירא@example.com,0535682565,33.0,ירושלים,אנליסט,תואר שני,AI Agents,Facebook,4100.0,ערב,0,0,דנה לוי,7,0,Interested,pending
יעל,דהן,213.יעל.דהן@example.com,0513419439,29.0,תל אביב,מהנדס,תיכונית,Python for AI,Instagram,5450.0,ערב,0,1,אורי שרון,31,1,Won,paid
מיכל,גבאי,214.מיכל.גבאי@example.com,0526384016,30.0,מודיעין,סטודנט,הנדסאי,Python for AI,Organic,3920.0,בוקר,0,3,אורי שרון,34,0,Contacted,pending
ניר,רוזן,215.ניר.רוזן@example.com,0582204248,42.0,באר שבע,מורה,תואר שני,Machine Learning,Google Ads,4810.0,"סופ""ש",1,3,יוסי כהן,71,0,New,pending
יעל,פרץ,216.יעל.פרץ@example.com,0532827015,38.0,באר שבע,אנליסט,תואר ראשון,AI Automation,Organic,,ערב,0,2,דנה לוי,10,1,Won,paid
רועי,אשכנזי,217.רועי.אשכנזי@example.com,0542476962,45.0,פתח תקווה,אנליסט,הנדסאי,Data Science,Google Ads,7960.0,ערב,1,2,מאיה בר,67,0,Contacted,pending
מור,אברהם,218.מור.אברהם@example.com,0555380524,32.0,פתח תקווה,מורה,תואר ראשון,AI Agents,Facebook,3970.0,גמיש,1,2,מאיה בר,166,0,Follow-up,pending
אורי,נחום,219.אורי.נחום@example.com,0510772119,27.0,באר שבע,,הנדסאי,Python for AI,Google Ads,2840.0,ערב,0,5,מאיה בר,139,0,Interested,pending
נדב,סלומון,220.נדב.סלומון@example.com,0529618250,31.0,רעננה,אחר,הנדסאי,Machine Learning,Facebook,,ערב,1,3,נועה גל,82,0,Lost,pending
נועה,מזרחי,221.נועה.מזרחי@example.com,0586703735,35.0,חיפה,אנליסט,תיכונית,AI Agents,Referral,,ערב,1,2,יוסי כהן,65,1,Won,paid
יעל,מזרחי,222.יעל.מזרחי@example.com,0562468739,35.0,תל אביב,מהנדס,תואר ראשון,AI Automation,WhatsApp,3210.0,ערב,0,4,יוסי כהן,64,0,Counseling,pending
אורי,ביטון,223.אורי.ביטון@example.com,0582056165,23.0,מודיעין,מנהל שיווק,תיכונית,Python for AI,Organic,2250.0,ערב,1,1,יוסי כהן,140,0,New,pending
אורן,דהן,224.אורן.דהן@example.com,0565041868,34.0,ירושלים,מפתח תוכנה,תואר שני,Machine Learning,Organic,5560.0,גמיש,0,4,יוסי כהן,122,1,Won,paid
נדב,פרידמן,225.נדב.פרידמן@example.com,0575956780,35.0,מודיעין,אנליסט,תואר שני,Prompt Engineering,WhatsApp,7720.0,גמיש,1,2,יוסי כהן,13,0,Follow-up,pending
שירה,פרץ,226.שירה.פרץ@example.com,0573364668,56.0,הרצליה,איש מכירות,הנדסאי,Data Science,Organic,4680.0,ערב,0,2,אורי שרון,89,0,Contacted,pending
עדי,גבאי,227.עדי.גבאי@example.com,0591273554,50.0,אשדוד,איש מכירות,תואר ראשון,Prompt Engineering,Website,500.0,ערב,1,2,מאיה בר,46,0,Contacted,pending
שני,רוזן,228.שני.רוזן@example.com,0526646885,25.0,תל אביב,מפתח תוכנה,תואר ראשון,Python for AI,Referral,5060.0,בוקר,1,4,מאיה בר,20,1,Won,paid
אורן,גבאי,229.אורן.גבאי@example.com,0577925022,30.0,תל אביב,סטודנט,תואר ראשון,Prompt Engineering,Google Ads,2940.0,"סופ""ש",0,5,דנה לוי,176,0,Lost,pending
תמר,לוי,230.תמר.לוי@example.com,0541516274,20.0,תל אביב,מנהל שיווק,תואר ראשון,Machine Learning,Facebook,5130.0,גמיש,0,5,נועה גל,49,0,Follow-up,pending
שירה,ברק,231.שירה.ברק@example.com,0577092821,28.0,באר שבע,מורה,תואר ראשון,AI Agents,Referral,6500.0,ערב,0,2,יוסי כהן,58,0,Offer Sent,pending
דור,אזולאי,232.דור.אזולאי@example.com,0520905959,36.0,אשדוד,מורה,תיכונית,Machine Learning,Referral,3210.0,גמיש,1,2,מאיה בר,129,0,Follow-up,pending
יובל,אשכנזי,233.יובל.אשכנזי@example.com,0580200928,44.0,באר שבע,איש מכירות,תואר ראשון,Python for AI,Instagram,4000.0,ערב,0,4,נועה גל,73,0,Offer Sent,pending
איתי,פרידמן,234.איתי.פרידמן@example.com,0563560737,26.0,תל אביב,סטודנט,תיכונית,AI Automation,Event,3250.0,"סופ""ש",1,4,יוסי כהן,147,0,New,pending
מיכל,פרידמן,235.מיכל.פרידמן@example.com,0548021258,27.0,תל אביב,מפתח תוכנה,תואר שני,Machine Learning,Facebook,5860.0,בוקר,0,1,נועה גל,78,0,Lost,pending
יעל,שפירא,236.יעל.שפירא@example.com,0572196185,18.0,ראשון לציון,אנליסט,תואר ראשון,Python for AI,Organic,3580.0,ערב,0,2,מאיה בר,110,0,Follow-up,pending
